category_code,data_type_code,cell_value,program_code,seasonally_adj,time_slot_date,time_slot_id,time_slot_name,time
XXXX,E_MPCP,1.2,VIP,no,2019-03-01,831,Mar2019,2019-03
XXXX,MPCT,0.8,VIP,yes,2019-03-01,831,Mar2019,2019-03
XXXX,MPCP,1.6,VIP,yes,2019-03-01,831,Mar2019,2019-03
XXXX,MPCV,0.5,VIP,yes,2019-03-01,831,Mar2019,2019-03
00XX,P,543,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,V,42365,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,T,42908,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,E_T,3.4,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,E_V,5.0,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,E_P,3.4,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,E_MPCT,3.1,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,E_MPCV,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,E_MPCP,3.1,VIP,no,2019-04-01,832,Apr2019,2019-04
00XX,MPCT,0.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
00XX,MPCP,5.2,VIP,yes,2019-04-01,832,Apr2019,2019-04
00XX,MPCV,-0.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
01XX,T,2881,VIP,no,2019-04-01,832,Apr2019,2019-04
01XX,V,2791,VIP,no,2019-04-01,832,Apr2019,2019-04
01XX,E_T,1.8,VIP,no,2019-04-01,832,Apr2019,2019-04
01XX,E_V,1.8,VIP,no,2019-04-01,832,Apr2019,2019-04
01XX,E_MPCT,1.1,VIP,no,2019-04-01,832,Apr2019,2019-04
01XX,E_MPCV,1.1,VIP,no,2019-04-01,832,Apr2019,2019-04
01XX,MPCT,-0.2,VIP,yes,2019-04-01,832,Apr2019,2019-04
01XX,MPCV,-0.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
02XX,T,6528,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,V,5645,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,P,883,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,E_T,1.8,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,E_V,2.0,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,E_P,3.9,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,E_MPCT,1.1,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,E_MPCV,1.3,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,E_MPCP,2.1,VIP,no,2019-04-01,832,Apr2019,2019-04
02XX,MPCT,-0.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
02XX,MPCP,1.7,VIP,yes,2019-04-01,832,Apr2019,2019-04
02XX,MPCV,-0.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
03XX,T,7006,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,V,6672,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,P,334,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,E_T,2.0,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,E_V,2.0,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,E_P,5.5,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,E_MPCT,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,E_MPCV,2.4,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,E_MPCP,4.6,VIP,no,2019-04-01,832,Apr2019,2019-04
03XX,MPCV,-2.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
03XX,MPCT,-2.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
03XX,MPCP,-3.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
04XX,T,3640,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,V,2883,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,P,757,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,E_T,1.7,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,E_V,2.1,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,E_P,2.5,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,E_MPCT,1.2,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,E_MPCV,1.4,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,E_MPCP,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
04XX,MPCV,-2.7,VIP,yes,2019-04-01,832,Apr2019,2019-04
04XX,MPCT,-1.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
04XX,MPCP,4.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
05XX,T,7863,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,V,1680,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,P,6183,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,E_T,1.9,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,E_V,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,E_P,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,E_MPCT,1.3,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,E_MPCV,1.9,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,E_MPCP,1.6,VIP,no,2019-04-01,832,Apr2019,2019-04
05XX,MPCV,-3.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
05XX,MPCT,1.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
05XX,MPCP,2.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
06XX,T,243,VIP,no,2019-04-01,832,Apr2019,2019-04
06XX,V,243,VIP,no,2019-04-01,832,Apr2019,2019-04
06XX,E_T,6.0,VIP,no,2019-04-01,832,Apr2019,2019-04
06XX,E_V,6.0,VIP,no,2019-04-01,832,Apr2019,2019-04
06XX,E_MPCT,3.2,VIP,no,2019-04-01,832,Apr2019,2019-04
06XX,E_MPCV,3.2,VIP,no,2019-04-01,832,Apr2019,2019-04
06XX,MPCV,-2.2,VIP,yes,2019-04-01,832,Apr2019,2019-04
06XX,MPCT,-2.2,VIP,yes,2019-04-01,832,Apr2019,2019-04
07XX,T,815,VIP,no,2019-04-01,832,Apr2019,2019-04
07XX,P,795,VIP,no,2019-04-01,832,Apr2019,2019-04
07XX,E_T,3.1,VIP,no,2019-04-01,832,Apr2019,2019-04
07XX,E_P,3.1,VIP,no,2019-04-01,832,Apr2019,2019-04
07XX,E_MPCT,1.6,VIP,no,2019-04-01,832,Apr2019,2019-04
07XX,E_MPCP,1.6,VIP,no,2019-04-01,832,Apr2019,2019-04
07XX,MPCP,8.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
07XX,MPCT,8.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
08XX,T,2417,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,V,1272,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,P,1145,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,E_T,2.5,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,E_V,2.6,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,E_P,4.3,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,E_MPCT,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,E_MPCV,1.6,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,E_MPCP,4.5,VIP,no,2019-04-01,832,Apr2019,2019-04
08XX,MPCT,3.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
08XX,MPCP,6.7,VIP,yes,2019-04-01,832,Apr2019,2019-04
08XX,MPCV,0.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
09XX,T,4334,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,V,1278,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,P,3056,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,E_T,1.3,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,E_V,1.2,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,E_P,1.6,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,E_MPCT,0.9,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,E_MPCV,0.5,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,E_MPCP,1.3,VIP,no,2019-04-01,832,Apr2019,2019-04
09XX,MPCT,0.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
09XX,MPCP,1.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
09XX,MPCV,-0.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
10XX,T,1922,VIP,no,2019-04-01,832,Apr2019,2019-04
10XX,V,1908,VIP,no,2019-04-01,832,Apr2019,2019-04
10XX,E_T,44.6,VIP,no,2019-04-01,832,Apr2019,2019-04
10XX,E_V,0.0,VIP,no,2019-04-01,832,Apr2019,2019-04
10XX,E_MPCT,16.1,VIP,no,2019-04-01,832,Apr2019,2019-04
10XX,E_MPCV,0.0,VIP,no,2019-04-01,832,Apr2019,2019-04
10XX,MPCT,-2.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
10XX,MPCV,-2.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
11XX,T,8327,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,V,7863,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,P,465,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,E_T,0.4,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,E_V,0.3,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,E_P,6.8,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,E_MPCT,0.6,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,E_MPCV,0.6,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,E_MPCP,5.1,VIP,no,2019-04-01,832,Apr2019,2019-04
11XX,MPCT,-0.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
11XX,MPCP,8.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
11XX,MPCV,-1.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
12XX,T,7986,VIP,no,2019-04-01,832,Apr2019,2019-04
12XX,P,7958,VIP,no,2019-04-01,832,Apr2019,2019-04
12XX,E_T,3.4,VIP,no,2019-04-01,832,Apr2019,2019-04
12XX,E_P,3.4,VIP,no,2019-04-01,832,Apr2019,2019-04
12XX,E_MPCT,5.2,VIP,no,2019-04-01,832,Apr2019,2019-04
12XX,E_MPCP,5.2,VIP,no,2019-04-01,832,Apr2019,2019-04
12XX,MPCT,9.2,VIP,yes,2019-04-01,832,Apr2019,2019-04
12XX,MPCP,9.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
13XX,T,2023,VIP,no,2019-04-01,832,Apr2019,2019-04
13XX,P,1964,VIP,no,2019-04-01,832,Apr2019,2019-04
13XX,E_T,3.5,VIP,no,2019-04-01,832,Apr2019,2019-04
13XX,E_P,3.6,VIP,no,2019-04-01,832,Apr2019,2019-04
13XX,E_MPCT,3.5,VIP,no,2019-04-01,832,Apr2019,2019-04
13XX,E_MPCP,3.6,VIP,no,2019-04-01,832,Apr2019,2019-04
13XX,MPCT,1.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
13XX,MPCP,1.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
14XX,T,1346,VIP,no,2019-04-01,832,Apr2019,2019-04
14XX,P,1324,VIP,no,2019-04-01,832,Apr2019,2019-04
14XX,E_T,4.4,VIP,no,2019-04-01,832,Apr2019,2019-04
14XX,E_P,4.5,VIP,no,2019-04-01,832,Apr2019,2019-04
14XX,E_MPCT,5.4,VIP,no,2019-04-01,832,Apr2019,2019-04
14XX,E_MPCP,5.4,VIP,no,2019-04-01,832,Apr2019,2019-04
14XX,MPCT,8.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
14XX,MPCP,9.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
15XX,T,683,VIP,no,2019-04-01,832,Apr2019,2019-04
15XX,P,681,VIP,no,2019-04-01,832,Apr2019,2019-04
15XX,E_T,2.1,VIP,no,2019-04-01,832,Apr2019,2019-04
15XX,E_P,2.1,VIP,no,2019-04-01,832,Apr2019,2019-04
15XX,E_MPCT,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
15XX,E_MPCP,2.3,VIP,no,2019-04-01,832,Apr2019,2019-04
15XX,MPCT,-1.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
15XX,MPCP,-1.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
20IX,T,5865,VIP,no,2019-04-01,832,Apr2019,2019-04
20IX,V,5848,VIP,no,2019-04-01,832,Apr2019,2019-04
20IX,E_T,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
20IX,E_V,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
20IX,E_MPCT,0.7,VIP,no,2019-04-01,832,Apr2019,2019-04
20IX,E_MPCV,0.7,VIP,no,2019-04-01,832,Apr2019,2019-04
20IX,MPCV,-3.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
20IX,MPCT,-3.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
A00XX,V,505672,VIP,yes,2019-04-01,832,Apr2019,2019-04
A00XX,P,6442,VIP,yes,2019-04-01,832,Apr2019,2019-04
A00XX,T,512113,VIP,yes,2019-04-01,832,Apr2019,2019-04
A00XX,E_T,3.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
A00XX,E_V,5.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A00XX,E_P,3.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
A01XX,T,34169,VIP,yes,2019-04-01,832,Apr2019,2019-04
A01XX,V,33084,VIP,yes,2019-04-01,832,Apr2019,2019-04
A01XX,E_T,1.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
A01XX,E_V,1.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
A02XX,V,68343,VIP,yes,2019-04-01,832,Apr2019,2019-04
A02XX,T,78906,VIP,yes,2019-04-01,832,Apr2019,2019-04
A02XX,P,10563,VIP,yes,2019-04-01,832,Apr2019,2019-04
A02XX,E_T,1.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
A02XX,E_V,2.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A02XX,E_P,3.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
A03XX,T,84294,VIP,yes,2019-04-01,832,Apr2019,2019-04
A03XX,P,4161,VIP,yes,2019-04-01,832,Apr2019,2019-04
A03XX,V,80133,VIP,yes,2019-04-01,832,Apr2019,2019-04
A03XX,E_T,2.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A03XX,E_V,2.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A03XX,E_P,5.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
A04XX,V,35289,VIP,yes,2019-04-01,832,Apr2019,2019-04
A04XX,T,44491,VIP,yes,2019-04-01,832,Apr2019,2019-04
A04XX,P,9203,VIP,yes,2019-04-01,832,Apr2019,2019-04
A04XX,E_T,1.7,VIP,yes,2019-04-01,832,Apr2019,2019-04
A04XX,E_V,2.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
A04XX,E_P,2.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
A05XX,V,19656,VIP,yes,2019-04-01,832,Apr2019,2019-04
A05XX,T,99026,VIP,yes,2019-04-01,832,Apr2019,2019-04
A05XX,P,79370,VIP,yes,2019-04-01,832,Apr2019,2019-04
A05XX,E_T,1.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
A05XX,E_V,2.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
A05XX,E_P,2.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
A06XX,T,2877,VIP,yes,2019-04-01,832,Apr2019,2019-04
A06XX,V,2877,VIP,yes,2019-04-01,832,Apr2019,2019-04
A06XX,E_T,6.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A06XX,E_V,6.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A07XX,P,9721,VIP,yes,2019-04-01,832,Apr2019,2019-04
A07XX,T,9944,VIP,yes,2019-04-01,832,Apr2019,2019-04
A07XX,E_T,3.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
A07XX,E_P,3.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
A08XX,V,15304,VIP,yes,2019-04-01,832,Apr2019,2019-04
A08XX,P,13791,VIP,yes,2019-04-01,832,Apr2019,2019-04
A08XX,T,29094,VIP,yes,2019-04-01,832,Apr2019,2019-04
A08XX,E_T,2.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
A08XX,E_V,2.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
A08XX,E_P,4.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
A09XX,T,52898,VIP,yes,2019-04-01,832,Apr2019,2019-04
A09XX,V,15447,VIP,yes,2019-04-01,832,Apr2019,2019-04
A09XX,P,37451,VIP,yes,2019-04-01,832,Apr2019,2019-04
A09XX,E_T,1.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
A09XX,E_V,1.2,VIP,yes,2019-04-01,832,Apr2019,2019-04
A09XX,E_P,1.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
A10XX,T,23453,VIP,yes,2019-04-01,832,Apr2019,2019-04
A10XX,V,23284,VIP,yes,2019-04-01,832,Apr2019,2019-04
A10XX,E_T,44.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
A10XX,E_V,0.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
A11XX,V,94324,VIP,yes,2019-04-01,832,Apr2019,2019-04
A11XX,P,5581,VIP,yes,2019-04-01,832,Apr2019,2019-04
A11XX,T,99904,VIP,yes,2019-04-01,832,Apr2019,2019-04
A11XX,E_T,0.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
A11XX,E_V,0.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
A11XX,E_P,6.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
A12XX,T,112609,VIP,yes,2019-04-01,832,Apr2019,2019-04
A12XX,P,112261,VIP,yes,2019-04-01,832,Apr2019,2019-04
A12XX,E_T,3.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
A12XX,E_P,3.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
A13XX,T,25228,VIP,yes,2019-04-01,832,Apr2019,2019-04
A13XX,P,24516,VIP,yes,2019-04-01,832,Apr2019,2019-04
A13XX,E_T,3.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
A13XX,E_P,3.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
A14XX,P,16105,VIP,yes,2019-04-01,832,Apr2019,2019-04
A14XX,T,16385,VIP,yes,2019-04-01,832,Apr2019,2019-04
A14XX,E_T,4.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
A14XX,E_P,4.5,VIP,yes,2019-04-01,832,Apr2019,2019-04
A15XX,T,8860,VIP,yes,2019-04-01,832,Apr2019,2019-04
A15XX,P,8831,VIP,yes,2019-04-01,832,Apr2019,2019-04
A15XX,E_T,2.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
A15XX,E_P,2.1,VIP,yes,2019-04-01,832,Apr2019,2019-04
A20IX,T,72884,VIP,yes,2019-04-01,832,Apr2019,2019-04
A20IX,V,72687,VIP,yes,2019-04-01,832,Apr2019,2019-04
A20IX,E_T,0.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
A20IX,E_V,0.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
ANRXX,T,795023,VIP,yes,2019-04-01,832,Apr2019,2019-04
ANRXX,V,462019,VIP,yes,2019-04-01,832,Apr2019,2019-04
ANRXX,P,333004,VIP,yes,2019-04-01,832,Apr2019,2019-04
ANRXX,E_T,0.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
ANRXX,E_V,0.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
ANRXX,E_P,1.4,VIP,yes,2019-04-01,832,Apr2019,2019-04
AXXXX,T,1307136,VIP,yes,2019-04-01,832,Apr2019,2019-04
AXXXX,V,967690,VIP,yes,2019-04-01,832,Apr2019,2019-04
AXXXX,P,339446,VIP,yes,2019-04-01,832,Apr2019,2019-04
AXXXX,E_T,0.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
AXXXX,E_V,0.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
AXXXX,E_P,1.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
NRXX,P,25665,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,V,38212,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,T,63878,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,E_T,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,E_V,0.6,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,E_P,1.4,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,E_MPCT,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,E_MPCV,0.6,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,E_MPCP,1.5,VIP,no,2019-04-01,832,Apr2019,2019-04
NRXX,MPCT,1.0,VIP,yes,2019-04-01,832,Apr2019,2019-04
NRXX,MPCP,5.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
NRXX,MPCV,-1.8,VIP,yes,2019-04-01,832,Apr2019,2019-04
XXXX,V,80577,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,T,106786,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,P,26209,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,E_T,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,E_V,0.6,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,E_P,1.3,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,E_MPCT,0.8,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,E_MPCV,0.6,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,E_MPCP,1.5,VIP,no,2019-04-01,832,Apr2019,2019-04
XXXX,MPCT,0.6,VIP,yes,2019-04-01,832,Apr2019,2019-04
XXXX,MPCP,5.3,VIP,yes,2019-04-01,832,Apr2019,2019-04
XXXX,MPCV,-0.9,VIP,yes,2019-04-01,832,Apr2019,2019-04
00XX,P,539,VIP,no,2019-05-01,833,May2019,2019-05
00XX,V,44324,VIP,no,2019-05-01,833,May2019,2019-05
00XX,T,44863,VIP,no,2019-05-01,833,May2019,2019-05
00XX,E_T,3.3,VIP,no,2019-05-01,833,May2019,2019-05
00XX,E_V,5.0,VIP,no,2019-05-01,833,May2019,2019-05
00XX,E_P,3.3,VIP,no,2019-05-01,833,May2019,2019-05
00XX,E_MPCT,2.2,VIP,no,2019-05-01,833,May2019,2019-05
00XX,E_MPCV,0.8,VIP,no,2019-05-01,833,May2019,2019-05
00XX,E_MPCP,2.2,VIP,no,2019-05-01,833,May2019,2019-05
00XX,MPCT,-0.5,VIP,yes,2019-05-01,833,May2019,2019-05
00XX,MPCP,-6.0,VIP,yes,2019-05-01,833,May2019,2019-05
00XX,MPCV,-0.4,VIP,yes,2019-05-01,833,May2019,2019-05
01XX,T,2961,VIP,no,2019-05-01,833,May2019,2019-05
01XX,V,2863,VIP,no,2019-05-01,833,May2019,2019-05
01XX,E_T,1.7,VIP,no,2019-05-01,833,May2019,2019-05
01XX,E_V,1.7,VIP,no,2019-05-01,833,May2019,2019-05
01XX,E_MPCT,0.6,VIP,no,2019-05-01,833,May2019,2019-05
01XX,E_MPCV,0.6,VIP,no,2019-05-01,833,May2019,2019-05
01XX,MPCT,0.6,VIP,yes,2019-05-01,833,May2019,2019-05
01XX,MPCV,0.3,VIP,yes,2019-05-01,833,May2019,2019-05
02XX,T,6705,VIP,no,2019-05-01,833,May2019,2019-05
02XX,V,5826,VIP,no,2019-05-01,833,May2019,2019-05
02XX,P,879,VIP,no,2019-05-01,833,May2019,2019-05
02XX,E_T,1.8,VIP,no,2019-05-01,833,May2019,2019-05
02XX,E_V,2.0,VIP,no,2019-05-01,833,May2019,2019-05
02XX,E_P,3.7,VIP,no,2019-05-01,833,May2019,2019-05
02XX,E_MPCT,1.0,VIP,no,2019-05-01,833,May2019,2019-05
02XX,E_MPCV,1.1,VIP,no,2019-05-01,833,May2019,2019-05
02XX,E_MPCP,1.7,VIP,no,2019-05-01,833,May2019,2019-05
02XX,MPCT,-0.5,VIP,yes,2019-05-01,833,May2019,2019-05
02XX,MPCP,-4.4,VIP,yes,2019-05-01,833,May2019,2019-05
02XX,MPCV,0.1,VIP,yes,2019-05-01,833,May2019,2019-05
03XX,T,7127,VIP,no,2019-05-01,833,May2019,2019-05
03XX,V,6772,VIP,no,2019-05-01,833,May2019,2019-05
03XX,P,355,VIP,no,2019-05-01,833,May2019,2019-05
03XX,E_T,1.9,VIP,no,2019-05-01,833,May2019,2019-05
03XX,E_V,2.0,VIP,no,2019-05-01,833,May2019,2019-05
03XX,E_P,5.3,VIP,no,2019-05-01,833,May2019,2019-05
03XX,E_MPCT,1.1,VIP,no,2019-05-01,833,May2019,2019-05
03XX,E_MPCV,1.2,VIP,no,2019-05-01,833,May2019,2019-05
03XX,E_MPCP,2.4,VIP,no,2019-05-01,833,May2019,2019-05
03XX,MPCT,-0.9,VIP,yes,2019-05-01,833,May2019,2019-05
03XX,MPCP,1.3,VIP,yes,2019-05-01,833,May2019,2019-05
03XX,MPCV,-1.0,VIP,yes,2019-05-01,833,May2019,2019-05
04XX,T,3774,VIP,no,2019-05-01,833,May2019,2019-05
04XX,V,3001,VIP,no,2019-05-01,833,May2019,2019-05
04XX,P,773,VIP,no,2019-05-01,833,May2019,2019-05
04XX,E_T,1.7,VIP,no,2019-05-01,833,May2019,2019-05
04XX,E_V,2.1,VIP,no,2019-05-01,833,May2019,2019-05
04XX,E_P,2.5,VIP,no,2019-05-01,833,May2019,2019-05
04XX,E_MPCT,1.5,VIP,no,2019-05-01,833,May2019,2019-05
04XX,E_MPCV,1.9,VIP,no,2019-05-01,833,May2019,2019-05
04XX,E_MPCP,1.4,VIP,no,2019-05-01,833,May2019,2019-05
04XX,MPCV,-1.2,VIP,yes,2019-05-01,833,May2019,2019-05
04XX,MPCT,-1.2,VIP,yes,2019-05-01,833,May2019,2019-05
04XX,MPCP,-1.0,VIP,yes,2019-05-01,833,May2019,2019-05
05XX,T,8359,VIP,no,2019-05-01,833,May2019,2019-05
05XX,V,1712,VIP,no,2019-05-01,833,May2019,2019-05
05XX,P,6647,VIP,no,2019-05-01,833,May2019,2019-05
05XX,E_T,1.8,VIP,no,2019-05-01,833,May2019,2019-05
05XX,E_V,2.2,VIP,no,2019-05-01,833,May2019,2019-05
05XX,E_P,2.2,VIP,no,2019-05-01,833,May2019,2019-05
05XX,E_MPCT,1.4,VIP,no,2019-05-01,833,May2019,2019-05
05XX,E_MPCV,1.3,VIP,no,2019-05-01,833,May2019,2019-05
05XX,E_MPCP,1.6,VIP,no,2019-05-01,833,May2019,2019-05
05XX,MPCV,-4.5,VIP,yes,2019-05-01,833,May2019,2019-05
05XX,MPCT,-1.4,VIP,yes,2019-05-01,833,May2019,2019-05
05XX,MPCP,-0.6,VIP,yes,2019-05-01,833,May2019,2019-05
06XX,T,241,VIP,no,2019-05-01,833,May2019,2019-05
06XX,V,241,VIP,no,2019-05-01,833,May2019,2019-05
06XX,E_T,6.1,VIP,no,2019-05-01,833,May2019,2019-05
06XX,E_V,6.1,VIP,no,2019-05-01,833,May2019,2019-05
